"rowid","content","content_clean","label","hashtags_count","mentions_count","url_count","content_length","vocab_richness","n_capital_letters","n_punctuation_marks","n_curses","unique_words","total_words","numbers_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","afinn_sentiment","verbs","adjectives","nouns"
8017,"It is always a pain  always takes longer than you expect.  I hate waiting until Friday  it means the weekend too (for me).","it is always a pain always takes longer than you expect i hate waiting until friday it means the weekend too for me","0",0,0,0,122,0.956521739130435,3,4,0,21,23,0,1,1,1,2,0,2,1,1,2,1,-5,5,0,2
8018,"It is amazing! But  it kinda sucks when it makes you late for work  lol.","it is amazing but it kinda sucks when it makes you late for work lol","1",0,0,0,72,0.933333333333333,2,2,0,13,15,0,0,0,0,0,0,1,0,0,1,0,4,2,1,1
8019,"It is and especially because she was targeted because of her orientation. I hope they're prosecuted under hate crime statutes.","it is and especially because she was targeted because of her orientation i hope theyre prosecuted under hate crime statutes","0",0,0,0,126,0.95,2,3,0,19,20,0,2,1,1,1,1,1,1,1,2,1,-6,3,0,4
8020,"it is christmas eve im fucking excited","it is christmas eve im fucking excited","0",0,0,0,38,1,0,0,1,7,7,0,0,1,0,0,1,0,1,1,0,1,-1,1,2,0
8021,"it is damn cold! I'm driving by on the way to my mom in laws house!","it is damn cold im driving by on the way to my mom in laws house","0",0,0,0,67,1,1,3,0,16,16,0,1,0,1,0,0,0,0,0,2,0,-4,1,1,4
8022,"It is easy and lasting me a long time now before I go in to have them retwisted. And I hate maintenance myself. :-)","it is easy and lasting me a long time now before i go in to have them retwisted and i hate maintenance myself","0",0,0,0,115,0.958333333333333,4,5,0,21,23,0,1,2,1,1,0,1,0,1,1,0,-2,5,2,2
8023,"It is kind of silly that you can't copy text in the BB Gmail app. Not enough to make me stop using it though. :) I hate RIM's.","it is kind of silly that you cant copy text in the bb gmail app not enough to make me stop using it though i hate rims","0",0,0,0,126,1,6,7,0,26,27,0,1,0,1,1,2,1,0,1,3,1,-3,6,1,6
8024,"It is less that 2 feet from the front to back. 3.5 wide from left to right. SMALL ASS DESK","it is less that feet from the front to back wide from left to right small ass desk","0",0,0,0,90,0.9,4,3,0,16,18,3,0,0,0,0,0,0,0,0,2,0,-4,1,3,5
8025,"it is nice to have a social networking site dedicated just to footie. Have to weed the wannabe wags out  I think. Bummer.","it is nice to have a social networking site dedicated just to footie have to weed the wannabe wags out i think bummer","0",0,0,0,121,0.91304347826087,3,3,0,20,23,0,1,0,1,0,0,0,0,0,1,0,3,6,2,5
8026,"it is not only terrible... it really sucks.","it is not only terrible it really sucks","1",0,0,0,43,0.875,0,4,0,7,8,0,1,0,1,1,0,1,0,0,1,0,-6,1,1,0
8027,"it is one of my lesser performances. Iz kinda like fat elvis vs. young elvis.","it is one of my lesser performances iz kinda like fat elvis vs young elvis","0",0,0,0,77,1,1,3,0,14,15,0,0,1,2,0,1,1,1,0,2,1,2,1,2,4
8028,"it is our wedding anniversary today.  He got me NOTHING. Not even a damn card. So he should go and get me donuts!  LOL","it is our wedding anniversary today he got me nothing not even a damn card so he should go and get me donuts lol","0",0,0,0,118,0.958333333333333,5,4,0,22,24,0,1,0,1,0,0,0,0,0,1,0,-1,3,0,6
8029,"it is so not beneath me to shake my ass! No cameras tho plz","it is so not beneath me to shake my ass no cameras tho plz","0",0,0,0,59,1,1,1,0,14,14,0,0,0,0,0,0,0,0,0,1,0,-5,1,0,3
8030,"It is totally rad  I assure you. But being a loser with no life outside the internet  few people ought to see you in it. ^__^","it is totally rad i assure you but being a loser with no life outside the internet few people ought to see you in it","1",0,0,0,125,1,3,4,0,23,25,0,0,0,0,0,0,0,0,1,0,0,-4,2,2,4
8031,"it IS! It's the version that Dr. Whats-his-name died to on ER. Damn song makes me cry every time I hear it.","it is its the version that dr whatshisname died to on er damn song makes me cry every time i hear it","0",0,0,0,107,1,7,7,0,21,22,0,1,1,1,0,0,1,0,0,2,0,-8,6,0,5
8032,"It is; I hate winter.","it is i hate winter","0",0,0,0,21,1,2,2,0,5,5,0,1,0,1,1,0,1,0,0,1,0,-3,1,0,1
8033,"It is? I have been cybershopping for everything this year. I hate going into the store. Amazon.com is my retailer of choice. ;-)","it is i have been cybershopping for everything this year i hate going into the store amazoncom is my retailer of choice","0",0,0,0,128,0.956521739130435,4,8,0,20,22,0,1,1,1,1,0,1,0,0,1,2,-3,3,0,5
8034,"It kinda shows how hamfisted and ass-backwards they are going about social media.","it kinda shows how hamfisted and assbackwards they are going about social media","0",0,0,0,81,1,1,2,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
8035,"It makes me itchy sometimes. I have a love-hate with the website.","it makes me itchy sometimes i have a lovehate with the website","0",0,0,0,65,1,2,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,-2,2,1,2
8036,"It makes sense in my head  my body is shivering and screaming ""I'm cold! Put some more damn layers on"".","it makes sense in my head my body is shivering and screaming im cold put some more damn layers on","0",0,0,0,103,0.95,3,5,0,19,20,0,2,0,2,1,0,0,0,0,3,1,-6,4,2,5
8037,"It may even suck ass.","it may even suck ass","0",0,0,0,21,1,1,1,0,5,5,0,0,0,0,0,0,0,0,0,2,0,-7,1,0,1
8038,"it may not b ur students... they might just think ur music sucks!!! j/p","it may not b ur students they might just think ur music sucks jp","0",0,0,0,71,0.928571428571429,0,7,0,13,14,0,0,0,0,0,1,1,0,0,0,1,-3,3,0,2
8039,"it pretty much sucks. He really didn't wait at all with looking did he?","it pretty much sucks he really didnt wait at all with looking did he","0",0,0,0,71,1,1,3,0,13,14,0,0,2,0,0,1,0,0,1,1,1,-2,3,0,0
8040,"it really depends on the situation but when I get mad I just call old girl up and get the freak on","it really depends on the situation but when i get mad i just call old girl up and get the freak on","1",0,0,0,98,0.818181818181818,2,0,0,18,22,0,1,0,1,1,0,1,0,0,1,0,-3,4,2,3
8041,"it sounded a lot like that  actually. Fucking Hagrid.","it sounded a lot like that actually fucking hagrid","1",0,0,0,53,1,2,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,-2,2,0,2
8042,"it still exists and all 90 000 of my comp. Employees use it. Hate it. Far too limited","it still exists and all of my comp employees use it hate it far too limited","0",0,0,0,85,0.944444444444444,3,3,0,14,16,2,2,0,1,1,0,2,0,0,2,0,-4,3,1,2
8043,"it still sucks  no matter how much  though  eh?","it still sucks no matter how much though eh","0",0,0,0,47,1,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,2
8044,"It sucks :(","it sucks","1",0,0,0,11,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,0
8045,"it sucks but at least I get shit done unlike my good for nothing brothers lolz","it sucks but at least i get shit done unlike my good for nothing brothers lolz","0",0,0,0,78,1,1,0,1,16,16,0,1,1,1,0,1,0,1,1,1,1,-4,4,1,2
8046,"It sucks but at least my car wasn't stolen. right? haha. just trying to be optimistic here.","it sucks but at least my car wasnt stolen right haha just trying to be optimistic here","0",0,0,0,91,1,1,5,0,17,17,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1
8047,"it sucks I dont even know what I did to cause the problem it started hurting monday and by wednesday sweeling up","it sucks i dont even know what i did to cause the problem it started hurting monday and by wednesday sweeling up","0",0,0,0,112,0.909090909090909,2,0,0,20,22,0,1,0,0,2,0,2,0,0,2,0,-7,7,0,3
8048,"it sucks they only show parts of the game","it sucks they only show parts of the game","0",0,0,0,41,1,0,0,0,9,9,0,0,0,0,0,0,0,0,1,0,0,-3,2,0,2
8049,"It sucks though when you have nothing to do at 4AM and your roommate wants to sleep.","it sucks though when you have nothing to do at am and your roommate wants to sleep","1",0,0,0,84,0.941176470588235,1,1,0,16,17,0,0,0,0,0,0,0,0,0,0,0,-3,5,0,2
8050,"It sucks to be done with exams n still be @ Mayag.","it sucks to be done with exams n still be mayag","1",0,1,0,50,0.916666666666667,2,2,0,10,11,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,1
8051,"It sucks when the kids are sick and it is ALL night.  Worse than toothache is vomit in the middle of the night.","it sucks when the kids are sick and it is all night worse than toothache is vomit in the middle of the night","0",0,0,0,111,0.826086956521739,3,2,0,18,23,0,0,0,2,2,0,2,0,0,3,0,-8,2,2,4
8052,"it totally sucks!!!  i had to call the stores with the fraudulent charges  filed a police report  sign a notarized affidavit","it totally sucks i had to call the stores with the fraudulent charges filed a police report sign a notarized affidavit","1",0,0,0,124,0.904761904761905,0,3,0,19,21,0,1,0,1,1,0,0,0,1,1,1,-9,6,1,5
8053,"It was  a ROTTEN Oak. Damn thing is about hollow.","it was a rotten oak damn thing is about hollow","0",0,0,0,49,1,4,2,0,10,10,0,1,0,1,0,0,1,0,0,2,1,-4,0,1,4
8054,"it was 3 years ago I was in San Jose. Liked it but paying state income tax sucks.","it was years ago i was in san jose liked it but paying state income tax sucks","0",0,0,0,81,0.888888888888889,4,2,0,15,17,1,0,1,0,0,1,2,0,1,2,1,-1,2,1,6
8055,"it was a good show...dude!  Did you call in gay  rotfl","it was a good showdude did you call in gay rotfl","1",0,0,0,54,1,1,4,1,11,11,0,0,1,0,0,1,0,1,1,0,1,7,1,1,3
8056,"It was a great fucking song thougu","it was a great fucking song thougu","0",0,0,0,34,1,1,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,2
8057,"it was a joke haha. i figured id be emo too since everyone is complaining on here","it was a joke haha i figured id be emo too since everyone is complaining on here","1",0,0,0,81,1,0,1,0,17,17,0,0,0,0,0,0,0,0,0,1,0,5,2,0,2
8058,"it was delicious. more delicious than love. if love had a taste. and had toasted garlic in it. but it doesn't  cuz love is a loser.","it was delicious more delicious than love if love had a taste and had toasted garlic in it but it doesnt cuz love is a loser","0",0,0,0,131,0.846153846153846,0,6,0,19,26,0,0,0,0,0,2,0,0,0,0,2,6,3,2,7
8059,"it was fucking epic. ""deck the halls with something about my dick""","it was fucking epic deck the halls with something about my dick","0",0,0,0,66,1,0,3,1,12,12,0,0,0,0,0,0,0,0,0,0,1,-8,1,1,3
8060,"it was fucking personalized. Damn it.","it was fucking personalized damn it","0",0,0,0,37,1,1,2,1,5,6,0,1,0,1,0,0,0,0,0,1,0,-8,2,0,0
8061,"it was just a joke man..i wasnt taking the piss out of anything.","it was just a joke mani wasnt taking the piss out of anything","1",0,0,0,64,1,0,3,0,13,13,0,0,0,0,0,0,0,0,0,1,0,-2,1,0,3
8062,"It was pretty fucking cool when it wasn't driving me insane. I worked for Toonami and AS for 5 years.","it was pretty fucking cool when it wasnt driving me insane i worked for toonami and as for years","0",0,0,0,101,0.95,4,3,1,17,19,1,1,1,0,1,1,0,0,1,1,2,-4,3,2,2
8063,"It was such a great time for real music  great fashion & hair. Do u remember the word ""Poser?""","it was such a great time for real music great fashion hair do u remember the word poser","0",0,0,0,94,0.947368421052632,3,5,0,17,18,0,0,1,0,0,1,1,0,2,0,3,6,1,3,6
8064,"it was until now. everyone came back from holidays. i've only got one #gcpets client now. damn.","it was until now everyone came back from holidays ive only got one gcpets client now damn","0",1,0,0,95,0.941176470588235,0,6,0,16,17,0,1,0,1,0,0,0,0,0,1,0,-4,2,0,4
8065,"It won't take me that long in my SUV monster. I just want to watch you freak out as I drive in the snow.","it wont take me that long in my suv monster i just want to watch you freak out as i drive in the snow","0",0,0,0,104,0.916666666666667,4,3,0,22,24,0,0,3,0,2,0,0,0,0,1,0,1,5,0,3
8066,"it worked! I'm scared! Jail sucks.","it worked im scared jail sucks","0",0,0,0,34,1,2,4,0,6,6,0,0,0,0,1,0,1,0,0,1,0,-5,2,0,2
8067,"Its a damn dirty rumour  much like the one with philip seymour hoffman as the penguin. that one  though  i wouldnt mind.","its a damn dirty rumour much like the one with philip seymour hoffman as the penguin that one though i wouldnt mind","0",0,0,0,120,0.909090909090909,1,2,0,20,22,0,1,0,2,0,0,0,0,0,2,0,-4,1,1,6
8068,"its a freakin club u don't need a damn invite ha!","its a freakin club u dont need a damn invite ha","0",0,0,0,49,0.909090909090909,0,2,0,10,11,0,1,1,1,0,1,0,1,1,1,1,-1,1,2,2
8069,"its a little bit of both. My sister likes younger men so she can control them. Meanwhile his retarded ass just does it smh","its a little bit of both my sister likes younger men so she can control them meanwhile his retarded ass just does it smh","0",0,0,0,122,1,2,2,1,24,24,0,0,0,0,0,0,0,0,0,1,1,-4,4,3,4
8070,"its a protest for the gay marriage ban in CA. Ppl are doing it all over the world","its a protest for the gay marriage ban in ca ppl are doing it all over the world","0",0,0,0,81,0.944444444444444,2,1,1,17,18,0,0,1,0,0,1,0,0,1,1,1,-4,1,1,6
8071,"its accounts..... and i hate it... i cant make out head or tail of this sub!","its accounts and i hate it i cant make out head or tail of this sub","0",0,0,0,76,0.9375,0,9,0,15,16,0,1,0,1,1,0,1,0,1,1,0,-3,2,0,4
8072,"Its freaking me out. 1999 wasn't long ago. But 10 years. FUCK.","its freaking me out wasnt long ago but years fuck","0",0,0,0,62,1,3,5,0,10,10,2,0,1,0,0,0,0,0,0,0,0,-4,1,0,2
8073,"its fucking adorable","its fucking adorable","0",0,0,0,20,1,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,0
8074,"ITS FUCKING HILARIOUS""","its fucking hilarious","0",0,0,0,22,1,3,1,0,3,3,0,0,0,0,0,1,0,1,0,0,1,-2,1,1,0
8075,"its fucking terrible my friend and I left","its fucking terrible my friend and i left","0",0,0,0,41,1,1,0,1,8,8,0,1,0,1,1,1,1,0,1,1,1,-7,2,1,1
8076,"its funny but fucking true I sent 1 message saying 15 minutes  and then 1 message saying that I was giving away a hammerburst","its funny but fucking true i sent message saying minutes and then message saying that i was giving away a hammerburst","0",0,0,0,125,0.833333333333333,2,0,1,18,21,3,0,0,0,0,0,0,0,0,0,1,0,4,1,6
8077,"its gay. Went to sleep at 3. Come and ill make Haha","its gay went to sleep at come and ill make haha","0",0,0,0,51,1,3,2,0,11,11,1,1,0,1,1,0,1,0,0,1,0,1,4,0,1
8078,"ITS GROSS. AND NOT NEEDED. I HATE IT! LMFAOOO.","its gross and not needed i hate it lmfa","1",0,0,0,46,1,9,4,0,9,9,0,1,0,2,1,0,1,0,0,2,0,-5,2,0,1
8079,"its like his fucking twin or something. Iuno it was weird.","its like his fucking twin or something iuno it was weird","0",0,0,0,58,1,1,2,1,11,11,0,0,0,1,0,0,0,0,0,1,1,-4,1,1,2
8080,"its much easier when you realize the japs arent really people and that the enola gay should have done another flyaround.","its much easier when you realize the japs arent really people and that the enola gay should have done another flyaround","0",0,0,0,120,0.952380952380952,0,1,2,20,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
8081,"its my guilty pleasure..i hate it but i cant help but watch..*hangs head low*","its my guilty pleasurei hate it but i cant help but watchhangs head low","0",0,0,0,77,0.928571428571429,0,6,0,13,14,0,2,0,1,1,0,2,0,0,2,0,-4,3,1,3
8082,"Its nearly 8pm Mon...coming to u from the future and it looks damn great (madhouse prerequisite = a healthy dose of insanity)","its nearly pm moncoming to u from the future and it looks damn great madhouse prerequisite a healthy dose of insanity","0",0,0,0,125,1,2,5,0,21,21,0,2,1,2,1,0,1,0,0,2,1,-1,2,2,5
8083,"its not hate on government  its hate on our existing government.","its not hate on government its hate on our existing government","0",0,0,0,64,0.727272727272727,0,1,0,7,11,0,1,0,1,2,0,1,0,0,2,0,-6,3,0,2
8084,"its not just that Corinne is a bitch  she's proud of herself being a bitch and happy that people boo her - what a psycho","its not just that corinne is a bitch shes proud of herself being a bitch and happy that people boo her what a psycho","0",0,0,0,120,0.84,1,2,1,20,24,0,1,2,1,1,2,1,0,2,2,2,-5,0,2,5
8085,"its not. i just wanna remind u  frequently and vividly. and since i'm not talking about how gay u r...i've got ""time on my side.""","its not i just wanna remind u frequently and vividly and since im not talking about how gay u rive got time on my side","0",0,0,0,129,0.92,0,10,1,22,25,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4
8086,"its when u wash ya face ya ass and ya balls from in front of the sink lol","its when u wash ya face ya ass and ya balls from in front of the sink lol","0",0,0,0,73,0.888888888888889,0,0,1,16,18,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,7
8087,"ive had a salad damn near everyday since last week. THIS SUCKS!!!!","ive had a salad damn near everyday since last week this sucks","0",0,0,0,66,1,2,5,0,12,12,0,1,0,1,0,0,0,0,0,1,0,-7,1,1,5
8088,"J.Mayer sucks the big one.","jmayer sucks the big one","0",0,0,0,26,1,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,2
8089,"Jackson kicked Sylva ASS! Wow!","jackson kicked sylva ass wow","0",0,0,0,30,1,4,2,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
8090,"jacob sucks  i hate the werewolves  im with the vampires GRR","jacob sucks i hate the werewolves im with the vampires grr","1",0,0,0,60,0.909090909090909,1,0,0,10,11,0,1,0,1,1,0,1,0,0,1,0,-6,2,1,4
8091,"Jamaican  Oh shit  I done started something. My great grandama is Jamaican & I am yell so I can't trust my damn self. LOL!!!","jamaican oh shit i done started something my great grandama is jamaican i am yell so i cant trust my damn self lol","0",0,0,0,124,0.875,8,7,1,19,23,0,3,0,2,1,0,0,1,1,3,0,-1,2,3,4
8092,"jamie lidell already reminds of a less emo robin thicke lol","jamie lidell already reminds of a less emo robin thicke lol","0",0,0,0,59,1,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4
8093,"JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT","jayla u tok dat da wrn way meanin u wear panties ass its nothn sexula so dnt be thankn dat","1",0,0,0,90,0.9,20,0,0,18,20,0,0,0,0,0,0,0,0,1,2,0,-4,2,3,4
